"","ortho","freq","aoa.mean","aoa.sd","klatt","neighbors","degree","c"
"106","hug","19.33",2.58,0.96,"h^g","b^g",1,NA
"107","ice","79.55",3.86,1.06,"Ys","rYs",1,NA
"108","in","9773.41",3.69,1.86,"In","Ir",1,NA
"109","jump","69.82",2.84,1.3,"J^mp","",0,NA
"110","kiss","121.16",3.61,2.25,"kIs","",0,NA
"111","kitchen","58.31",3.68,1.11,"kIC|n","",0,NA
"112","kitten","4.73",3.64,1.14,"kItN","kIti",1,NA
"113","kitty","26.71",3.54,1.59,"kIti","kItN",1,NA
"114","lady","217.08",3.68,1.63,"ledi","",0,NA
"115","lap","13.47",3.15,1.18,"l@p","kl@p;l@f;lIp;n@p",4,0
"116","laugh","62.86",3.79,1.51,"l@f","l@p",1,NA
"117","leg","56.51",3,1.5,"lEg","",0,NA
"118","lie","120.25",3.75,0.91,"lY","flY;lYk;mY",3,0
"119","like","3998.96",3.69,1.89,"lYk","lY",1,NA
"120","lip","10.75",3.79,1.13,"lIp","l@p",1,NA
"121","little","1446.39",3.95,1.87,"lItL","",0,NA
"122","lunch","104.12",3.61,1.69,"l^nC","",0,NA
"123","mad","113.41",3.55,1.5,"m@d","b@d;d@d;m@n;s@d",4,0.5
"124","mama","103.71",1.89,1.29,"mamx","",0,NA
"125","man","1845.75",3.11,1.24,"m@n","m@d",1,NA
"126","marshmallow","1.51",3.8,1.32,"marSmElo","",0,NA
"127","me","9241.94",3.28,1.5,"mi","hi;mu;mY;Si",4,0.333333333333333
"128","moo","2.08",3.53,1.87,"mu","bu;mi;mY;Su;tu;hu",6,0.466666666666667
"129","mother","479.92",2.63,1.07,"m^DX","",0,NA
"130","mouth","104.41",3.58,1.43,"mWT","",0,NA
"131","movie","122.96",3.56,1.54,"muvi","",0,NA
"132","music","151.65",3.81,2.5,"myuzIk","",0,NA
"133","my","6762.73",2.72,1.44,"mY","lY;mi;mu",3,0.333333333333333
"134","myself","342.55",3.81,1.44,"mYsElf","",0,NA
"135","name","641.86",3.68,1.53,"nem","",0,NA
"136","nap","12.65",2.53,0.77,"n@p","l@p",1,NA
"137","neck","59.51",3,1.25,"nEk","",0,NA
"138","nighttime","2.06",3.72,1.32,"nYttYm","",0,NA
"139","nine","67.47",3.23,1.3,"nYn","",0,NA
"140","noodle","2.9",3.44,1.98,"nudL","",0,NA
"141","nose","69.75",2.95,1.15,"noz","",0,NA
"142","number","240.94",3.94,1.59,"n^mbX","",0,NA
"143","off","1179.51",3.83,2.09,"cf","",0,NA
"144","okay","2006.27",3.43,1.5,"oke","",0,NA
"145","old","608.94",3.72,1.36,"old","kold",1,NA
"146","one","3072.24",3.23,1.31,"w^n","f^n;s^n",2,1
"147","orange","22.31",3.26,1.15,"crInJ","",0,NA
"148","out","3865.31",3.28,1.56,"Wt","it",1,NA
"149","outside","170.02",3.58,2.01,"WtsYd","",0,NA
"150","pajamas","5.82",3.48,1.58,"pxJamxz","",0,NA
"151","pants","58.75",3.23,1.75,"p@ns","",0,NA
"152","papa","42.59",3.05,1.5,"papx","",0,NA
"153","people","1102.98",3.52,1.6,"pipL","pRpL",1,NA
"154","pig","39.14",3.84,2.03,"pIg","bIg",1,NA
"155","pillow","11.39",3.47,1.35,"pIlo","",0,NA
"156","pink","28.47",3.8,1.61,"pIGk","",0,NA
"157","plant","27.61",3.95,1.65,"pl@nt","",0,NA
"158","please","1100.96",3.48,1.22,"pliz","",0,NA
"159","princess","39.59",3.95,1.51,"prIns|s","",0,NA
"160","puppy","11.45",3.28,1.13,"p^pi","",0,NA
"161","purple","12.33",3.6,1.47,"pRpL","pipL",1,NA
"162","put","828.45",3.72,2.3,"pUt","fUt",1,NA
"163","rain","48.9",3.6,1.27,"ren","",0,NA
"164","red","148.06",3.68,1.63,"rEd","bEd;brEd;hEd",3,0.666666666666667
"165","reindeer","3.37",3.58,1.26,"rendIr","",0,NA
"166","rice","15.08",3.72,1.41,"rYs","Ys",1,NA
"167","rock","86.16",3.22,1.17,"rak","sak",1,NA
"168","sad","63.37",3.24,2.21,"s@d","b@d;d@d;m@d",3,1
"169","say","1639.78",3.42,1.07,"se","de",1,NA
"170","school","333.12",3.89,1.37,"skul","",0,NA
"171","she","3732.88",3.57,1.39,"Si","hi;mi;Su",3,0.333333333333333
"172","shirt","46.37",3.53,1.12,"SRt","dRt",1,NA
"173","shoe","30.39",2.6,1.19,"Su","bu;mu;Si;tu;hu",5,0.6
"174","sing","97.59",3.47,1.31,"sIG","sIt",1,NA
"175","sister","180.53",3.68,2.4,"sIstX","",0,NA
"176","sit","311.35",3.47,2.25,"sIt","sIG",1,NA
"177","sleep","227.94",2.79,1.03,"slip","",0,NA
"178","small","124.96",3.22,1.52,"smcl","smYl",1,NA
"179","smile","58",3.51,1.72,"smYl","smcl",1,NA
"180","snack","9.14",2.78,1.22,"sn@k","",0,NA
"181","soap","15.2",3.17,1.1,"sop","",0,NA
"182","sock","8.98",2.94,1.39,"sak","rak",1,NA
"183","soft","32.02",3.95,1.5,"scft","",0,NA
"184","son","410.76",3.78,1.26,"s^n","f^n;w^n",2,1
"185","sorry","1167.96",3.44,1.89,"sari","",0,NA
"186","sound","143.39",3.72,1.53,"sWnd","",0,NA
"187","speak","187.18",3.56,1.38,"spik","",0,NA
"188","spider","10.1",3.43,1.54,"spYdX","",0,NA
"189","spill","8.47",3.84,1.64,"spIl","",0,NA
"190","splash","4.22",3.67,2.35,"spl@S","",0,NA
"191","spoon","7.61",2.5,0.79,"spun","",0,NA
"192","stair","1.35",3.84,1.61,"stEr","star",1,NA
"193","star","81.35",3.89,1.59,"star","stEr;stap",2,0
"194","stick","97.12",3.89,1.57,"stIk","",0,NA
"195","stop","707.27",2.89,1.6,"stap","star;tap",2,0
"196","story","220.78",3.89,1.59,"stori","",0,NA
"197","sugar","37.76",3.95,1.51,"SUgX","",0,NA
"198","tail","23.9",3.7,1.13,"tel","",0,NA
"199","talk","855",3.68,1.73,"tck","wck",1,NA
"200","ten","145",3.58,1.49,"tEn","",0,NA
"201","thank","1115.24",3.79,1.72,"T@Gk","",0,NA
"202","the","29449.18",3.98,2.33,"Dx","",0,NA
"203","three","542.24",3.69,1.5,"Tri","tri",1,NA
"204","to","22677.84",3.95,1.39,"tu","bu;mu;Su;to;tuT;tO;hu",7,0.333333333333333
"205","toe","12.69",3,1.08,"to","go;tu;tO",3,0.333333333333333
"206","toilet","28.9",3.54,1.65,"tOl|t","",0,NA
"207","tooth","13.57",3.61,1.09,"tuT","tu",1,NA
"208","top","133.43",3.89,1.53,"tap","stap",1,NA
"209","towel","14.16",3.22,1.06,"tWL","",0,NA
"210","toy","16.84",3,1.15,"tO","bO;tu;to",3,0.333333333333333
"211","tree","65",3.57,1.61,"tri","Tri;trY",2,0
"212","truck","72.86",3.79,1.47,"tr^k","",0,NA
"213","try","476.75",3.44,2.15,"trY","krY;tri",2,0
"214","tub","12.69",3.95,1.64,"t^b","",0,NA
"215","turkey","22.61",3.95,1.18,"tRki","",0,NA
"216","twirl","1.31",3.72,1.23,"twRl","",0,NA
"217","underpants","2.94",3.35,1.46,"^ndXp@ns","",0,NA
"218","underwear","21.67",3.94,1.7,"^ndXwEr","",0,NA
"219","up","3670",2.92,1.68,"^p","k^p",1,NA
"220","upstairs","70.73",3.86,1.32,"^pstErz","",0,NA
"221","walk","215.86",3.45,2.04,"wck","tck;wcl",2,0
"222","wall","70.69",3.79,1.75,"wcl","bcl;wck",2,0
"223","water","225.06",2.37,0.76,"wctX","",0,NA
"224","wet","39.22",2.47,1.35,"wEt","gEt",1,NA
"225","what","9842.45",3.86,1.37,"hwat","hat",1,NA
"226","who","2222.94",3.81,1.41,"hu","bu;hi;mu;Su;tu",5,0.6
"227","why","2248.76",3.97,2.11,"hwY","",0,NA
"228","wiggle","2.98",3.95,1.22,"wIgL","",0,NA
"229","wind","59.37",3.89,1.37,"wInd","",0,NA
"230","wish","235.12",3.79,0.92,"wIS","",0,NA
"231","woof","2.76",3.53,1.87,"wUf","",0,NA
"232","worm","10.12",3.89,1.37,"wRm","",0,NA
"233","yard","25.06",3.94,1.7,"yard","",0,NA
"234","yell","18.41",3.83,1.5,"yEl","bEl;fEl;yElo;yEs",4,0.166666666666667
"235","yellow","33.8",3.2,1.32,"yElo","hElo;yEl",2,0
"236","yes","1996.76",2.31,1.68,"yEs","yEl",1,NA
"237","yummy","4.47",3.42,1.68,"y^mi","",0,NA
