"","ortho","freq","aoa.mean","aoa.sd","klatt","neighbors","degree","c"
"37","accident","81.29",5.3,2.18,"@ks|d|nt","",0,NA
"38","accidental","3",6.75,3.11,"@ksxdEntL","",0,NA
"39","accommodate","2.14",9.9,2.25,"xkamxdet","",0,NA
"40","accommodation","0.94",9.58,3.15,"xkamxdeS|n","",0,NA
"41","accomplice","4.24",9.78,2.82,"xkamplxs","",0,NA
"42","accomplish","5.84",7.84,2.75,"xkamplIS","",0,NA
"43","accord","1.63",9.65,2.74,"xkord","xbord;xford;xword;kord",4,0.5
"44","accordion","1.31",8.61,2.97,"xkordixn","",0,NA
"45","account","44.71",8.26,2.84,"xkWnt","xmWnt;kWnt",2,0
"46","accuracy","1.49",9.71,2.55,"@kyXxsi","",0,NA
"47","accurate","7.84",9.44,2.2,"@kyX|t","",0,NA
"48","accusation","2.8",10.17,3.24,"@kyuzeS|n","",0,NA
"49","accuse","5.69",9.1,2.13,"xkyuz","xbyuz;xmyuz",2,1
"50","ace","14.73",8.83,3.65,"es","ek;eJ;ed;el;em;ep;@s;bes;kes;Ces;fes;Ys;les;pes;res;^s;ves",17,0.338235294117647
"51","ache","2.49",5.79,2.27,"ek","es;ekX;eJ;ed;el;em;ep;bek;kek;fek;lek;mek;ok;rek;sek;Sek;tek;wek",18,0.392156862745098
"52","achieve","7.33",8.53,1.95,"xCiv","",0,NA
"53","acid","9.96",9.6,2.3,"@s|d","",0,NA
"54","acknowledge","6.14",9.11,2.83,"@knal|J","",0,NA
"55","acme","1.25",9.54,3.8,"@kmi","",0,NA
"56","acorn","0.73",5.95,2.91,"ekorn","korn;skorn",2,1
"57","acquire","2.65",9.94,2.73,"xkwYr","",0,NA
"58","acre","1.82",9.8,3.16,"ekX","ek",1,NA
"59","acrobat","0.59",8.05,2.78,"@krxb@t","",0,NA
"60","acrobatic","0.24",9.38,3.69,"@krxb@tIk","@krxb@tIks",1,NA
"61","acrobatics","0.22",9,3.71,"@krxb@tIks","@krxb@tIk",1,NA
"62","across","94.14",6.64,2.31,"xkrcs","krcs",1,NA
"63","act","109.12",6.42,2.22,"@kt","@ktX;@nt;@t;@ks;f@kt;p@kt;t@kt",7,0.19047619047619
"64","action","61.08",6.67,2.83,"@kS|n","ckS|n",1,NA
"65","active","11.45",6.53,1.74,"@ktIv","aktIv",1,NA
"66","activity","12.88",6.47,2.84,"@ktIvxti","",0,NA
"67","actor","26.33",7.17,2.01,"@ktX","@kt;@ftX;f@ktX",3,0
"68","actual","17.33",6.94,2.34,"@kCuL","@kCuLi;f@kCuL",2,0
"69","actually","322.33",7.33,1.87,"@kCuLi","@kCuL",1,NA
"70","ad","13.61",8.22,3.04,"@d","ed;@nd;@z;@S;@s;@t;b@d;d@d;f@d;g@d;l@d;m@d;ad;od;p@d;s@d",16,0.308333333333333
"71","adapt","2.63",9,2.83,"xd@pt","xdapt",1,NA
"72","addition","7.75",5.76,2.18,"xdIS|n","xdIS|nL;xdmIS|n;cdIS|n;IdIS|n",4,0.166666666666667
"73","additional","5.88",9,2.62,"xdIS|nL","xdIS|n",1,NA
"74","address","52.27",5.15,1.57,"@drEs","@drEsi;drEs",2,0
"75","addressee","0.12",9.95,3.19,"@drEsi","@drEs",1,NA
"76","adequate","2.59",10.35,2.46,"@dIkw|t","",0,NA
"77","adhere","0.57",10.78,2.21,"@dhIr","",0,NA
"78","adjective","0.49",8.6,2.06,"@JIktIv","",0,NA
"79","adjust","5.63",8.43,3.33,"xJ^st","J^st",1,NA
"80","administer","1.67",9.42,3.22,"xdmIn|stX","",0,NA
"81","admiral","16.57",8.72,2.67,"@dmXL","",0,NA
"82","admiration","2.1",8.95,3.79,"@dmXeS|n","",0,NA
"83","admire","14.16",7.42,2.14,"xdmYr","",0,NA
"84","admirer","2.96",8.78,2.13,"@dmYrX","",0,NA
"85","admission","3.55",8.84,2.85,"xdmIS|n","xdIS|n",1,NA
"86","admit","59.2",7.56,2.23,"xdmIt","",0,NA
"87","admittance","0.67",10.39,3.03,"xdmItNs","",0,NA
"88","adolescence","0.86",10.42,1.92,"@dxlEsNs","",0,NA
"89","adopt","4.67",7.83,3.29,"xdapt","xd@pt",1,NA
"90","adoptive","0.59",9.16,2.69,"xdaptIv","",0,NA
"91","adorable","10.53",6.94,2.62,"xdorxbL","",0,NA
"92","adore","7.73",7.95,3.31,"xdor","xSor",1,NA
"93","adult","14.29",4.68,2.26,"xd^lt","",0,NA
"94","adulthood","0.73",9.95,3.49,"xd^lthUd","",0,NA
"95","advance","15.98",8.35,2.83,"@dv@ns","",0,NA
"96","advantage","22.06",9.32,3.06,"@dv@nt|J","",0,NA
"97","adventure","13.43",5.67,1.81,"xdvEnCX","",0,NA
"98","adverb","0.2",8.14,1.96,"@dvRb","@dvRs",1,NA
"99","adverse","0.71",10.72,3.75,"@dvRs","@dvRb",1,NA
"100","advertise","1.65",9.63,2.19,"@dvXtYz","",0,NA
"101","advertisement","1.2",7.67,2.91,"@dvXtYzmxnt","",0,NA
"102","advertising","7.43",9.95,2.94,"@dvXtYzIG","",0,NA
"103","advice","47.98",8.61,2.15,"xdvYs","xdvYz",1,NA
"104","advisable","0.78",10.75,2.92,"xdvYzxbL","",0,NA
"105","advise","12.2",8.89,2.35,"xdvYz","xdvYs",1,NA
"106","aerobic","0.18",10.24,3.6,"ErobIk","",0,NA
"107","aerosol","0.27",9.47,3.81,"@rIscl","",0,NA
"108","afar","1.16",8.21,2.34,"xfar","xfEr;xJar;far",3,0
"109","affair","29.45",10.94,3.08,"xfEr","xfar;xwEr;fEr",3,0
"110","affect","11.14",9.6,2.56,"xfEkt","IfEkt;xlEkt",2,0
"111","affection","8.45",8.53,2.97,"xfEkS|n","xlEkS|n",1,NA
"112","affirmative","4.73",10.67,3.69,"xfRmxtIv","",0,NA
"113","afford","44.43",7.47,2.17,"xford","xbord;xkord;xword;ford",4,0.5
"114","afghan","0.57",9.11,4.3,"@fg@n","",0,NA
"115","afloat","1.67",9.33,3.22,"xflot","flot",1,NA
"116","afraid","247.67",4.42,1.71,"xfred","",0,NA
"117","after","682.59",6,1.43,"@ftX","@ktX;r@ftX",2,0
"118","afternoon","91.49",4.65,1.93,"@ftXnun","",0,NA
"119","again","792.71",5.78,1.31,"xgEn","",0,NA
"120","against","201.73",7.97,1.67,"xgEnst","",0,NA
"121","age","79.2",4.38,1.36,"eJ","es;ek;ed;el;em;ep;keJ;EJ;peJ;reJ;RJ",11,0.345454545454545
"122","ageless","0.29",10.3,4.07,"eJlxs","",0,NA
"123","agency","19.43",10.58,3.39,"eJ|nsi","",0,NA
"124","agenda","7.31",9.95,3.19,"xJEndx","",0,NA
"125","agent","102.65",9.55,2.84,"eJ|nt","RJ|nt",1,NA
"126","aggravate","0.73",8.32,2.58,"@grxvet","",0,NA
"127","aggravation","1.16",9.11,2.56,"@grxveS|n","",0,NA
"128","aggression","2.8",9.3,1.98,"xgrES|n","",0,NA
"129","agility","0.45",10.06,3.15,"xJIl|ti","xbIl|ti",1,NA
"130","agitate","0.43",10.17,2.79,"@J|tet","",0,NA
"131","aglow","0.47",10.06,4.19,"xglo","xgo;glo",2,0
"132","ago","286.12",7.12,2.28,"xgo","xglo;igo;go",3,0.333333333333333
"133","agony","3.75",9.22,2.65,"@g|ni","",0,NA
"134","agree","64.67",7.68,2.36,"xgri","dxgri",1,NA
"135","agricultural","0.94",10.11,2.26,"@grIk^lCXL","@grIk^lCX",1,NA
"136","agriculture","1.1",10.32,2.08,"@grIk^lCX","@grIk^lCXL",1,NA
"137","ahead","198.33",5.45,1.6,"xhEd","hEd",1,NA
"138","ahoy","3.71",7.61,2.85,"xhO","xnO",1,NA
"139","aid","13.9",7.33,2.2,"ed","es;ek;@d;eJ;el;em;ep;fed;Jed;ad;od;red;Sed;wed",14,0.307692307692308
"140","ail","0.22",9.71,2.37,"el","es;ek;eJ;ed;em;Yl;cl;ep;bel;del;Rl;il;fel;hel;Il;mel;nel;Ol;Wl;pel;rel;sel;tel;vel;wel",25,0.34
"141","ailment","0.51",10.37,3.77,"elmxnt","",0,NA
"142","aim","14.86",6.72,2.11,"em","es;ek;eJ;ed;el;ep;fem;gem;lem;nem;sem;Sem;tem",13,0.461538461538462
"143","air","139.02",3.94,1.55,"Er","bEr;kEr;CEr;dEr;Ir;EJ;ErX;EC;fEr;hEr;Wr;mEr;or;pEr;rEr;SEr;DEr;wEr",18,0.457516339869281
"144","aircraft","9.45",7.61,3.33,"Erkr@ft","",0,NA
"145","airliner","0.57",9.89,2.98,"ErlYnX","",0,NA
"146","aisle","7.43",5.95,1.54,"Yl","el;cl;dYl;Rl;il;Ys;Il;mYl;Ol;Wl;pYl;rYl;tYl",13,0.397435897435897
"147","ajar","0.45",9.67,3.12,"xJar","xfar;Jar",2,0
"148","alarm","29.84",6.39,2.68,"xlarm","",0,NA
"149","albino","1.16",9.79,2.97,"@lbYno","",0,NA
"150","album","10.24",6.72,1.84,"@lbxm","",0,NA
"151","alcohol","16.57",9,3.56,"@lkxhcl","",0,NA
"152","alcoholic","6.2",9.95,3.89,"@lkxhclIk","",0,NA
"153","alert","20.61",8.9,1.89,"xlRt","xsRt;xvRt;blRt;flRt",4,0.333333333333333
"154","alfalfa","0.65",8.83,2.53,"@lf@lfx","",0,NA
"155","alias","4.08",9.47,2.85,"elixs","elixn",1,NA
"156","alien","17.43",7.5,3.43,"elixn","elixs",1,NA
"157","alike","11.35",6.12,2.1,"xlYk","xlYv;xlYd;lYk",3,0.333333333333333
"158","alive","154.47",5.11,2.4,"xlYv","xlYk;xlYd",2,1
"159","all","5161.86",4.24,1.4,"cl","el;Yl;c;cn;bcl;kcl;Rl;il;fcl;hcl;Il;mcl;cf;Ol;Wl;Scl;tcl;wcl",18,0.339869281045752
"160","allegiance","3.12",8.42,3.15,"xliJ|ns","",0,NA
"161","allergic","8.1",7.72,2.4,"xlRJIk","",0,NA
"162","allergy","1.69",8.11,3.57,"@lXJi","",0,NA
"163","alley","16.29",7.26,2.6,"@li","@lY;@lo;@Si;Rli;fli;gli;pli;r@li;t@li;v@li",10,0.222222222222222
"164","allied","2.88",10.85,3.54,"xlYd","xbYd;xlYk;xlYv;xlWd;xsYd;kxlYd;glYd;slYd",8,0.107142857142857
"165","alligator","3.49",4.78,2.05,"@lxgetX","",0,NA
"166","allow","44.37",5.32,1.83,"xlW","xlWd",1,NA
"167","ally","32.67",9.61,2.28,"@lY","@li;@lo;flY;lY;slY",5,0.4
"168","almanac","0.84",10.58,4.13,"clmxn@k","",0,NA
"169","almighty","8.75",8.47,3.55,"clmYti","",0,NA
"170","almond","1.1",7.67,2.22,"amxnd","",0,NA
"171","almost","193.27",5.47,2,"clmost","",0,NA
"172","alms","0.49",9.91,3.99,"amz","adz",1,NA
"173","aloe","0.29",8.95,2.54,"@lo","@li;@lY;@lto;@mo;@ro;blo;glo;h@lo;S@lo;t@lo",10,0.133333333333333
"174","aloft","0.73",9.82,3.44,"xlcft","",0,NA
"175","aloha","2.92",10.15,3.25,"xloha","",0,NA
"176","alone","308.53",4.94,1.73,"xlon","kxlon;lon",2,0
"177","along","182.94",5.41,1.65,"xlcG","bxlcG;lcG",2,0
"178","aloud","1.84",6.22,1.75,"xlWd","xlYd;xlW;klWd;lWd",4,0.166666666666667
"179","alpaca","0.2",10.81,2.99,"@lp@kx","",0,NA
"180","alphabet","2.49",4.22,1.52,"@lfxbEt","",0,NA
"181","alphabetize","0.1",7.11,2.47,"@lfxbxtYz","",0,NA
"182","also","206.43",6.64,1.61,"clso","",0,NA
"183","altar","5.08",7.16,3.48,"cltX","hcltX",1,NA
"184","alteration","0.71",10.17,2.36,"cltXeS|n","",0,NA
"185","alternate","3.53",8.83,1.38,"cltXet","",0,NA
"186","alternative","9.33",10.11,3.55,"cltRn|tIv","",0,NA
"187","altitude","3.88",9.58,2.27,"@lt|tud","@t|tud",1,NA
"188","alto","1.35",10.19,2.76,"@lto","@lo",1,NA
"189","altogether","6.41",8.35,3.44,"clt|gEDX","",0,NA
"190","aluminum","2.25",7.26,2.84,"xlum|nxm","",0,NA
"191","always","655.25",6.26,1.27,"clwxz","",0,NA
"192","amateur","6.55",10.53,2.91,"@mxCR","",0,NA
"193","amaze","1.61",7.5,2.73,"xmez","mez",1,NA
"194","amber","9.27",9.28,2.44,"@mbX","EmbX;t@mbX",2,0
"195","ambulance","22.41",6.16,2.19,"@mbyUlxns","",0,NA
"196","ambush","5.43",9.3,1.72,"@mbUS","",0,NA
"197","amen","25.98",5.8,4.19,"emEn","",0,NA
"198","amendment","4.1",10.06,2.53,"xmEndmxnt","",0,NA
"199","amends","1.84",10.16,2.67,"xmEndz","",0,NA
"200","ammo","5.37",8.11,2.85,"@mo","@lo;@ro;mo",3,0.333333333333333
"201","ammunition","5.88",9.67,2.54,"@myunIS|n","",0,NA
"202","amnesia","3.71",10.61,3.15,"@mniZx","",0,NA
"203","among","33.9",7.75,3.02,"xm^G","",0,NA
"204","amount","24.75",6.63,2.48,"xmWnt","xkWnt;mWnt",2,0
"205","amphibian","0.39",8.33,3.43,"@mfIbixn","",0,NA
"206","amputate","0.86",9.6,2.26,"@mpyutet","",0,NA
"207","amuse","2.61",9,3.16,"xmyuz","xbyuz;xkyuz",2,1
"208","anaconda","0.47",10.06,3.65,"@nxkandx","",0,NA
"209","ancestor","1.69",8.61,2.4,"@nsEstX","",0,NA
"210","anchor","7.41",5.72,2.54,"@GkX","@GgX;@GkL;k@GkX;t@GkX",4,0.166666666666667
"211","anchovy","0.14",9.32,4.67,"@nCovi","",0,NA
"212","ancient","21.67",8.26,2.7,"enS|nt","",0,NA
"213","and","13387.84",4.57,1.94,"@nd","@d;@nt;b@nd;k@nd;End;h@nd;l@nd;s@nd",8,0.357142857142857
"214","anew","0.86",10.58,2.75,"xnu","xnO;kxnu",2,0
"215","angel","78.27",4,1.29,"enJL","",0,NA
"216","angelic","0.57",8.33,2.68,"@nJElIk","",0,NA
"217","anger","19.43",6,2.58,"@GgX","@GkX;@GgL",2,0
"218","angle","14.92",8.05,2.37,"@GgL","@GgX;@GkL;b@GgL;d@GgL;J@GgL;t@GgL;r@GgL",7,0.476190476190476
"219","angleworm","0.02",10.23,2.31,"@GgLwRm","",0,NA
"220","angry","58.98",4.45,1.9,"@Ggri","",0,NA
"221","animal","45.49",2.89,1.41,"@n|mL","",0,NA
"222","animate","0.06",8.53,2.86,"@nxmet","",0,NA
"223","animation","1.22",8.53,3.31,"@nxmeS|n","",0,NA
"224","ankle","8.02",4.89,1.53,"@GkL","@GkX;@GgL",2,0
"225","anklet","0.41",9.06,2.79,"@Gkl|t","",0,NA
"226","anniversary","18.41",7.33,2,"@nxvRsXi","",0,NA
"227","announce","9.76",9.48,2.29,"xnWns","",0,NA
"228","annoy","2.51",7.22,2.05,"xnO","xhO;xnu",2,0
"229","annual","7.2",9.26,3.59,"@nyuL","m@nyuL",1,NA
"230","anoint","0.2",9.25,2.79,"xnOnt","xpOnt",1,NA
"231","anonymous","8.41",10.26,3.4,"xnanxmxs","",0,NA
"232","another","509.22",5.05,1.79,"xn^DX","",0,NA
"233","answer","176.2",5.43,1.89,"@nsX","k@nsX",1,NA
"234","answerable","0.18",9.35,2.85,"@nsXxbL","",0,NA
"235","ant","5.35",4.32,1.57,"@nt","@kt;@nd;@ntY;@t;C@nt;p@nt;r@nt",7,0.19047619047619
"236","antelope","0.98",8.39,2.81,"@ntxlop","k@ntxlop",1,NA
"237","antenna","2.39",7.05,2.82,"@ntEnx","",0,NA
"238","anthem","1.88",9.44,2.96,"@nTxm","",0,NA
"239","anthill","0.57",7,2.94,"@nthIl","",0,NA
"240","anti","0.51",9.37,2.5,"@ntY","@nt;^ntY",2,0
"241","antibiotic","0.65",9.53,2.78,"@ntIbYatIk","",0,NA
"242","anticipate","2.53",10.6,2.35,"@ntIsxpet","",0,NA
"243","antidote","4.33",10.11,2.9,"@ntIdot","",0,NA
"244","antique","6.06",8.05,2.55,"@ntik","",0,NA
"245","antiseptic","0.86",9.95,2.91,"@nt|sEptIk","",0,NA
"246","antler","0.29",6.39,1.97,"@ntlX","",0,NA
"247","anvil","0.63",10.79,4.64,"@nvL","",0,NA
"248","anxiety","6.76",8.17,2.75,"@GzYxti","",0,NA
"249","anxious","14.1",10.21,2.53,"@GS|s","",0,NA
"250","any","1099.37",6,1.96,"Eni","End;Envi;ni;mEni",4,0
"251","anyone","255.25",5.36,1.86,"Eniw^n","",0,NA
"252","anyway","238.51",6.31,1.94,"Eniwe","",0,NA
"253","apart","47.02",6.64,1.64,"xpart","dxpart;part",2,0
"254","apartment","83.04",7.8,2.78,"xpartmxnt","",0,NA
"255","ape","9.67",5.89,2.64,"ep","es;ek;eJ;ed;el;em;kep;nep;rep;Sep;tep;^p",12,0.378787878787879
"256","aphid","0.08",10.7,5.03,"efxd","",0,NA
"257","apologetic","0.43",9.8,3.33,"xpalxJEtIk","",0,NA
"258","apologize","49.37",5.67,2.91,"xpalxJYz","",0,NA
"259","apostle","1.39",9.5,3.33,"xpasL","xpasM",1,NA
"260","apostrophe","0.24",8.39,1.85,"xpastrxfi","",0,NA
"261","apparatus","1.51",10.9,2.2,"@pX@t|s","",0,NA
"262","apparel","0.69",10.8,2.38,"xp@rL","",0,NA
"263","apparent","4.22",10.25,2.57,"xp@rxnt","p@rxnt",1,NA
"264","appeal","13",10.21,3.57,"xpil","pil",1,NA
"265","appear","23.37",6.67,3.01,"xpIr","pIr;spIr",2,1
"266","appearance","11.59",8.83,2.55,"xpIrxns","",0,NA
"267","appendix","2.61",10.56,3.28,"xpEndIks","",0,NA
"268","appetite","8.94",8.83,3.84,"@pxtYt","",0,NA
"269","appetizer","1.2",9.06,2.8,"@pxtYzX","",0,NA
"270","applaud","2.14",7.1,2.25,"xplcd","xplcz",1,NA
"271","applause","11.29",6.2,2.26,"xplcz","xplcd",1,NA
"272","apple","23.67",4.15,1.81,"@pL","C@pL;opL",2,0
"273","appliance","0.8",8.78,3.44,"xplY|ns","",0,NA
"274","application","10",9.39,3.09,"@pl|keS|n","",0,NA
"275","applicator","0.2",10.74,3.65,"@plxketX","",0,NA
"276","apply","12.51",9.21,2.84,"xplY","sxplY",1,NA
"277","appoint","2.04",10.29,2.97,"xpOnt","xnOnt;pOnt",2,0
"278","appointment","30.57",7.53,3.04,"xpOntmxnt","",0,NA
"279","appreciable","0.06",10.17,2.68,"xpriSxbL","",0,NA
"280","appreciate","85.75",8.8,3.19,"xpriSiet","",0,NA
"281","appreciative","0.8",9.94,4.04,"xpriS|tIv","",0,NA
"282","apprentice","1.94",10.58,2.69,"xprEnt|s","",0,NA
"283","approach","20.98",8.5,2.21,"xproC","",0,NA
"284","appropriate","12.88",9.16,4.8,"xproprixt","",0,NA
"285","approval","8.39",7.95,2.27,"xpruvL","xpruv",1,NA
"286","approve","11.37",7.89,1.88,"xpruv","xpruvL;pruv",2,0
"287","approximate","1.25",10.7,3.69,"xpraks|mxt","",0,NA
"288","apricot","0.63",6.15,1.9,"@prxkat","",0,NA
"289","apron","2.67",6.75,2.24,"eprxn","",0,NA
"290","aquamarine","0.45",9.94,3,"@kwxmXin","",0,NA
"291","aquarium","2.76",6.84,1.86,"xkw@rixm","",0,NA
"292","aquatic","0.55",9.44,3.11,"xkwatIk","",0,NA
"293","arc","4.84",9.42,3.52,"ark","arC;arm;art;bark;dark;hark;mark;park;Sark",9,0.5
"294","arcade","2.18",7.79,2.84,"arked","",0,NA
"295","arch","3.69",8.26,3.11,"arC","ark;arCX;arm;art;marC",5,0.3
"296","archaeology","0.76",10,2.89,"arkialxJi","",0,NA
"297","archbishop","3.69",10.45,3.89,"arCbISxp","",0,NA
"298","archer","5.45",9.23,2.91,"arCX","arC;arCXi;armX",3,0
"299","archery","0.78",9.06,3.04,"arCXi","arCX",1,NA
"300","architect","6.55",10.12,2.74,"ark|tEkt","",0,NA
"301","architecture","3.18",10.06,2.96,"ark|tEkCX","",0,NA
"302","archway","0.24",10.06,3.15,"arCwe","",0,NA
"303","arctic","1.96",7.79,1.87,"arktIk","",0,NA
"304","area","74.92",6.58,2.32,"@rix","",0,NA
"305","arena","3.63",9.57,2.25,"xrinx","",0,NA
"306","argue","19.75",4.61,1.54,"argyu","",0,NA
"307","arise","2.96",6.89,2.92,"xrYz","rYz",1,NA
"308","arithmetic","1.53",7.16,3.1,"xrITmxtIk","",0,NA
"309","arm","65.41",3.26,1.56,"arm","ark;arC;armX;armi;art;Carm;farm;harm",8,0.25
"310","armadillo","3.02",8.61,2.26,"armxdIlo","",0,NA
"311","armchair","0.41",6.56,2.31,"armCEr","",0,NA
"312","armor","7.29",7.17,3.13,"armX","arCX;arm;armi",3,0.333333333333333
"313","armpit","1.25",6,2.18,"armpIt","",0,NA
"314","army","85.69",7.15,2.08,"armi","arm;armX;arti",3,0.333333333333333
"315","aroma","1.35",9.47,2.65,"xromx","",0,NA
"316","around","736.73",5.94,2.28,"xrWnd","grWnd;rWnd",2,1
"317","arrange","15.51",8.28,2.49,"xrenJ","renJ",1,NA
"318","array","2.12",10.79,3.39,"xre","gre;pre;re;tre",4,1
"319","arrest","59.55",7.47,2.46,"xrEst","brEst;krEst;rEst",3,1
"320","arrival","8.27",8.06,2.24,"xrYvL","rYvL",1,NA
"321","arrogant","5.22",9.95,2.37,"@rxg|nt","",0,NA
"322","arrow","7.84",6.07,2.13,"@ro","@lo;@mo;kro;gro;n@ro;pro",6,0.266666666666667
"323","art","70.8",6.21,2.32,"art","ark;arC;arm;arti;kart;Cart;dart;hart;mart;part;tart",11,0.436363636363636
"324","artful","0.18",9.56,3.48,"artfL","",0,NA
"325","artichoke","0.55",10,3.06,"artxCok","",0,NA
"326","article","19.57",8.61,1.79,"artIkL","aptIkL;partIkL",2,0
"327","artificial","4.82",10.16,2.99,"art|fISL","",0,NA
"328","artillery","5.49",10.68,2.16,"artIlXi","",0,NA
"329","artist","28.63",6.78,2.29,"art|st","",0,NA
"330","artistic","4.92",9.17,3.47,"artIstIk","",0,NA
"331","artistry","0.47",10.58,3.76,"art|stri","",0,NA
"332","arty","1.08",9.57,4.03,"arti","armi;art;harti;parti",4,0.166666666666667
"333","as","2217.02",6.1,2.3,"@z","@d;@S;@s;@t;iz;J@z;uz",7,0.333333333333333
"334","ascend","0.92",10.67,2.99,"xsEnd","xsEnt;xtEnd;xfEnd;sEnd",4,0.166666666666667
"335","ascent","0.31",10.74,2.9,"xsEnt","xsEnd;sEnt;xvEnt",3,0
"336","ash","9.2",6.63,2.54,"@S","@d;@z;@Si;@s;@t;b@S;d@S;g@S;n@S;l@S;m@S;r@S;s@S",13,0.435897435897436
"337","ashamed","27.37",7.11,3.7,"xSemd","",0,NA
"338","ashore","6.22",9.07,3.08,"xSor","xdor;Sor",2,0
"339","ashy","0.18",8.61,3.43,"@Si","@li;@S;Si",3,0
"340","aside","23.76",7.89,2.64,"xsYd","xbYd;xlYd;xsYn;sYd",4,0.166666666666667
"341","ask","483.14",2.89,1.37,"@sk","@sp;@s;b@sk;m@sk;t@sk",5,0.4
"342","asleep","49.82",4.47,1.68,"xslip","slip",1,NA
"343","asp","0.12",10.69,3.16,"@sp","@sk;@s;g@sp",3,0.333333333333333
"344","asparagus","0.98",6.79,3.85,"xsp@rxg|s","",0,NA
"345","aspect","3.86",10.35,2.37,"@spEkt","",0,NA
"346","aspen","1.88",10.04,4.2,"@spxn","",0,NA
"347","asphalt","0.96",8.89,2.88,"@sfclt","",0,NA
"348","aspirin","7.75",7.95,2.39,"@spX|n","",0,NA
"349","ass","226.37",7.84,3.11,"@s","es;@d;@z;@S;@sk;@sp;@t;@ks;b@s;g@s;Ys;l@s;m@s;p@s;^s",15,0.19047619047619
"350","assault","17.57",10.21,2.59,"xsclt","sclt",1,NA
"351","assemble","3.2",8.72,2.19,"xsEmbL","",0,NA
"352","assembly","4.8",6.94,1.76,"xsEmbli","",0,NA
"353","assert","0.84",10.83,2.71,"xsRt","xlRt;xvRt",2,1
"354","assign","2.71",8.56,1.69,"xsYn","xsYd;sYn",2,0
"355","assignment","17.88",7,2.56,"xsYnmxnt","",0,NA
"356","assist","7.84",8.75,2.49,"xsIst","",0,NA
"357","assistant","32.22",8.61,1.97,"xsIst|nt","",0,NA
"358","associate","8.98",10.83,2.98,"xsosiet","",0,NA
"359","association","8.12",10.76,3.6,"xsosieS|n","",0,NA
"360","assume","33.47",8.21,2.15,"xsum","",0,NA
"361","assumption","3.33",10.2,2.76,"xs^mS|n","",0,NA
"362","asteroid","1.69",8.6,2.46,"@stXOd","",0,NA
"363","asthma","3.86",10.39,3.07,"@zmx","",0,NA
"364","asthmatic","0.39",8.72,2.35,"@zm@tIk","",0,NA
"365","astray","1.49",10.3,3.66,"xstre","stre",1,NA
"366","astrological","0.29",10,2.73,"@strxlaJIkL","",0,NA
"367","astrology","0.92",9.53,2.52,"xstralxJi","",0,NA
"368","astronaut","3.96",6.28,2.44,"@strxnct","",0,NA
"369","astronomy","1.31",9,2.43,"xstranxmi","",0,NA
