"","ortho","freq","aoa.mean","aoa.sd","klatt","neighbors","degree","c"
"53","ankle","8.02",4.89,1.53,"@GkL","@GkX",1,NA
"54","another","509.22",5.05,1.79,"xn^DX","",0,NA
"55","answer","176.2",5.43,1.89,"@nsX","",0,NA
"56","ant","5.35",4.32,1.57,"@nt","@kt;@nd;@t;C@nt;p@nt",5,0.2
"57","antler","0.29",6.39,1.97,"@ntlX","",0,NA
"58","any","1099.37",6,1.96,"Eni","End;ni;mEni",3,0
"59","anyone","255.25",5.36,1.86,"Eniw^n","",0,NA
"60","anyway","238.51",6.31,1.94,"Eniwe","",0,NA
"61","apart","47.02",6.64,1.64,"xpart","part",1,NA
"62","ape","9.67",5.89,2.64,"ep","ek;eJ;em;kep;Sep;tep;^p",7,0.285714285714286
"63","apologize","49.37",5.67,2.91,"xpalxJYz","",0,NA
"64","appear","23.37",6.67,3.01,"xpIr","",0,NA
"65","applause","11.29",6.2,2.26,"xplcz","",0,NA
"66","apple","23.67",4.15,1.81,"@pL","C@pL",1,NA
"67","apricot","0.63",6.15,1.9,"@prxkat","",0,NA
"68","apron","2.67",6.75,2.24,"eprxn","",0,NA
"69","aquarium","2.76",6.84,1.86,"xkw@rixm","",0,NA
"70","area","74.92",6.58,2.32,"@rix","",0,NA
"71","argue","19.75",4.61,1.54,"argyu","",0,NA
"72","arise","2.96",6.89,2.92,"xrYz","rYz",1,NA
"73","arm","65.41",3.26,1.56,"arm","art;farm;harm",3,0.333333333333333
"74","armchair","0.41",6.56,2.31,"armCEr","",0,NA
"75","armpit","1.25",6,2.18,"armpIt","",0,NA
"76","around","736.73",5.94,2.28,"xrWnd","grWnd;rWnd",2,1
"77","arrow","7.84",6.07,2.13,"@ro","kro;gro",2,1
"78","art","70.8",6.21,2.32,"art","arm;kart;part",3,0.333333333333333
"79","artist","28.63",6.78,2.29,"art|st","",0,NA
"80","as","2217.02",6.1,2.3,"@z","@S;@t",2,1
"81","ash","9.2",6.63,2.54,"@S","@z;@t;m@S;r@S",4,0.333333333333333
"82","ask","483.14",2.89,1.37,"@sk","m@sk",1,NA
"83","asleep","49.82",4.47,1.68,"xslip","slip",1,NA
"84","asparagus","0.98",6.79,3.85,"xsp@rxg|s","",0,NA
"85","assembly","4.8",6.94,1.76,"xsEmbli","",0,NA
"86","astronaut","3.96",6.28,2.44,"@strxnct","",0,NA
"87","at","3217.1",4.04,1.37,"@t","@kt;@nt;@z;@S;b@t;k@t;it;f@t;h@t;It;m@t;ot;Wt;p@t;r@t;D@t",16,0.3
"88","attach","2.47",6.39,3.38,"xt@C","xt@k",1,NA
"89","attack","75.55",6.58,2.32,"xt@k","xt@C;st@k;t@k",3,0.333333333333333
"90","attention","98.67",6.78,2.02,"xtEnC|n","",0,NA
"91","attic","7.84",5.15,1.46,"@tIk","stIk",1,NA
"92","attitude","26.08",6.78,3.04,"@t|tud","",0,NA
"93","auditorium","1.57",6.94,2.69,"cd|torixm","",0,NA
"94","autograph","8.16",6.89,2.54,"ct|gr@f","",0,NA
"95","autumn","3.78",6,1.41,"ctM","YtM",1,NA
"96","awake","26.71",4.67,1.33,"xwek","wek",1,NA
"97","aware","35.65",6.75,2.69,"xwEr","hwEr",1,NA
"98","awful","63.41",6.26,2.51,"cfL","cf",1,NA
"99","axe","4.88",6.11,1.49,"@ks","@kt;aks;w@ks",3,0
"100","babe","35.57",6.61,3.11,"beb","bebi;bek;bes;beD;bIb;bab",6,0.266666666666667
"101","baby","509.37",3.84,2.01,"bebi","beb;mebi",2,0
"102","back","2009.16",5.31,2.35,"b@k","b@d;b@J;b@g;bek;b@G;b@Gk;b@t;b@C;b@T;bik;bYk;bl@k;bUk;J@k;p@k;r@k;S@k;t@k",18,0.248366013071895
"103","backside","1.67",5.61,2.95,"b@ksYd","",0,NA
"104","bacon","11.86",5,1.91,"bek|n","",0,NA
"105","bad","545.18",2.79,1.27,"b@d","b@k;b@J;b@g;b@nd;b@G;b@t;b@C;b@T;bid;bEd;bRd;d@d;m@d;s@d",14,0.296703296703297
"106","badge","15.25",6.11,1.81,"b@J","b@k;b@d;b@g;b@G;b@t;b@C;b@T",7,1
"107","bag","94.04",4.28,1.56,"b@g","b@k;b@d;b@J;b@gi;b@G;b@t;b@C;b@T;bEg;bIg;b^g;r@g;s@g;t@g;w@g",15,0.285714285714286
"108","baggy","0.94",6.83,2.81,"b@gi","b@g;b^gi",2,0
"109","bake","6.33",5.5,2.53,"bek","ek;beb;b@k;bes;beD;bik;bYk;bUk;brek;kek;fek;lek;mek;rek;Sek;tek;wek",17,0.338235294117647
"110","ball","104.96",2.9,1.22,"bcl","cl;bEl;bIl;bOl;bcs;bUl;kcl;fcl;hcl;mcl;tcl;wcl",12,0.409090909090909
"111","ballerina","2.31",5.26,2.4,"b@lXinx","",0,NA
"112","balloon","8.67",4.37,1.95,"bxlun","",0,NA
"113","banana","10.73",3.78,1.17,"b|n@nx","",0,NA
"114","band","53.41",6.16,2.54,"b@nd","@nd;b@d;bEnd;h@nd;l@nd;s@nd",6,0.4
"115","bandage","2.86",5.94,2.88,"b@ndIJ","",0,NA
"116","bang","19.98",5.74,2.88,"b@G","b@k;b@d;b@J;b@g;b@Gk;b@t;b@C;b@T;h@G",9,0.611111111111111
"117","bank","84.98",6.44,2.41,"b@Gk","b@k;b@G;bl@Gk;b^Gk;T@Gk",5,0.1
"118","bantling","#N/A",2,NA,"b@ntlIG","",0,NA
"119","baptism","1.2",6.58,3.67,"b@ptIzM","",0,NA
"120","baptize","0.73",6.67,2.68,"b@ptYz","",0,NA
"121","bar","85.98",6.9,2.62,"bar","bEr;bark;barn;bIr;bab;baro;kar;far;Jar",9,0.194444444444444
"122","barber","5.47",6.68,1.42,"barbX","",0,NA
"123","bare","8.33",5.78,2.86,"bEr","Er;bar;bEd;bIr;bEg;bEl;bEri;kEr;CEr;dEr;fEr;hEr;pEr;SEr;DEr",15,0.380952380952381
"124","bark","5.49",5.17,1.76,"bark","bar;barn;baro;dark;mark;park;Sark",7,0.428571428571429
"125","barn","13.59",4.5,1.62,"barn","bar;bark;born;baro;yarn",5,0.3
"126","barrette","0.16",6.71,4.5,"barEt","",0,NA
"127","base","35.37",6.42,2.57,"bes","beb;bek;beD;bcs;b^s;kes;Ces;fes;les;res",10,0.311111111111111
"128","baseball","25.25",4.83,1.72,"besbcl","",0,NA
"129","bashful","1.24",6.94,2.96,"b@SfL","",0,NA
"130","basket","13.18",5.67,2.35,"b@sk|t","bIsk|t",1,NA
"131","bat","20.63",4.85,1.73,"b@t","@t;b@k;b@d;b@J;b@g;b@G;b@C;b@T;b@tL;bit;bIt;bot;but;br@t;b^t;k@t;f@t;h@t;m@t;p@t;r@t;D@t",22,0.25974025974026
"132","batch","4.16",6.74,1.85,"b@C","b@k;b@d;b@J;b@g;b@G;b@t;b@T;biC;k@C;m@C",10,0.488888888888889
"133","bath","31.12",3.23,1.56,"b@T","b@k;b@d;b@J;b@g;b@G;b@t;b@C;boT;m@T;p@T",10,0.488888888888889
"134","bathe","2.51",5,2.11,"beD","beb;bek;bes",3,1
"135","battery","12.41",5.58,2.48,"b@tXi","",0,NA
"136","battle","42.25",6.95,2.91,"b@tL","b@t;bitL;batL;k@tL;r@tL;t@tL",6,0.266666666666667
"137","beach","56.63",4.8,1.54,"biC","b@C;bid;bik;bin;bit;bif;iC;piC;riC;tiC",10,0.355555555555556
"138","bead","1.12",5.63,1.64,"bid","b@d;biC;bik;bin;bit;bEd;bif;bRd;blid;fid;rid;wid",12,0.242424242424242
"139","beak","2.1",5.42,2.73,"bik","b@k;bek;biC;bid;bin;bit;bif;bYk;bUk;Cik;lik;sik;wik",13,0.282051282051282
"140","bean","6.84",3.42,1.12,"bin","biC;bid;bik;bit;bif;bon;b^n;bRn;min",9,0.361111111111111
"141","beard","12.61",4.84,1.8,"bIrd","bIr;bord;bIld;wIrd",4,0
"142","beast","24.55",5.74,2.79,"bist","bit;bEst;ist",3,0
"143","beat","131.69",6.15,1.66,"bit","b@t;biC;bid;bik;bin;bist;bif;bitL;bIt;bot;but;b^t;Cit;it;hit;mit;nit;sit;Sit",19,0.239766081871345
"144","beautiful","279.73",5.72,1.84,"byutIfL","",0,NA
"145","beauty","48.24",5.05,1.39,"byuti","buti",1,NA
"146","beaver","4.82",5.21,1.65,"bivX","fivX",1,NA
"147","because","1071.02",4.44,2.08,"bxkcz","",0,NA
"148","become","115.57",5.85,2.21,"bxk^m","",0,NA
"149","bed","187.12",2.89,1.41,"bEd","b@d;bEr;bid;bEg;bEl;bEnd;bRd;brEd;dEd;fEd;hEd;lEd;rEd;wEd",14,0.241758241758242
"150","beef","19.71",6.58,2.43,"bif","biC;bid;bik;bin;bit;lif",6,0.666666666666667
"151","beer","75.49",6.11,2.68,"bIr","bar;bEr;bIrd;bIb;bIg;bIl;bIt;CIr;dIr;Ir;fIr;hIr;nIr;rIr;yIr",15,0.333333333333333
"152","beetle","2.06",5.32,2.21,"bitL","b@tL;bit;batL",3,0.333333333333333
"153","before","794.14",5.45,2,"bxfor","",0,NA
"154","beg","50.98",5.78,2.32,"bEg","b@g;bEr;bEd;bEl;bIg;b^g;lEg;pEg",8,0.25
"155","begin","56.98",4.84,1.42,"bxgIn","",0,NA
"156","behave","16.24",4.28,1.6,"bIhev","",0,NA
"157","being","485.9",5.99,1.62,"biIG","brIG",1,NA
"158","belch","0.73",6.22,2.26,"bElC","bEl;bEli;bElt;bEnC",4,0.5
"159","believe","625.14",5.78,1.7,"bxliv","",0,NA
"160","bell","39.33",3.89,1.68,"bEl","bcl;bEr;bEd;bEg;bElC;bEli;bElt;bIl;bOl;bUl;fEl;hEl;SEl;tEl;wEl;yEl",16,0.225
"161","belly","15.57",4.05,1.9,"bEli","bElC;bEl;bElt;bEri;bUli;JEli",6,0.2
"162","belong","44.37",6.47,1.9,"bxlcG","xlcG",1,NA
"163","belt","24.35",4.62,2.09,"bElt","bElC;bEl;bEli;bEst;fElt;mElt",6,0.266666666666667
"164","bench","9.67",4.21,1.81,"bEnC","bElC;bEnd;b^nC",3,0
"165","bend","15.06",5.56,1.85,"bEnd","b@nd;bEd;bEnC;End;sEnd",5,0.1
"166","beneath","11.63",5.67,2.17,"bIniT","",0,NA
"167","berry","3.49",5.21,1.74,"bEri","bEr;bEli;CEri;dEri;mEri",5,0.3
"168","best","404.37",4.09,1.66,"bEst","bist;bElt;blEst;brEst;CEst;gEst;nEst;rEst;tEst;vEst;wEst",11,0.418181818181818
"169","better","794",5.02,2.46,"bEtX","b^tX;lEtX",2,0
"170","between","175.14",5.47,2.21,"bxtwin","",0,NA
"171","beverage","2.33",6.63,2.01,"bEvr|J","",0,NA
"172","beyond","43.14",6.32,2.07,"biand","bland",1,NA
"173","bib","0.49",4.53,4.25,"bIb","beb;bIr;bIg;bIl;bIt;bab;fIb;rIb",8,0.285714285714286
"174","bible","18.33",4.95,1.87,"bYbL","b^bL",1,NA
"175","biblical","2.24",6.9,3.4,"bIblIkL","",0,NA
"176","bicycle","6.61",4.26,1.45,"bYsIkL","YsIkL",1,NA
"177","big","682.82",2.89,1.08,"bIg","b@g;bIr;bEg;bIb;bIl;bIt;b^g;dIg;pIg;wIg",10,0.266666666666667
"178","bike","25.88",4.79,1.65,"bYk","b@k;bek;bik;bUk;bY;lYk;mYk",7,0.333333333333333
"179","bill","118.45",6.42,2.07,"bIl","bcl;bIr;bEl;bIb;bIg;bIt;bOl;bIld;bUl;CIl;fIl;hIl;Il;kIl;pIl;tIl",16,0.275
"180","bird","45.45",3.52,1.66,"bRd","b@d;bid;bEd;bRdi;bRn;bRp;TRd;wRd",8,0.178571428571429
"181","birdie","4.96",6.56,3.45,"bRdi","bRd;badi;b^di",3,0.333333333333333
"182","biscuit","3.75",4.63,1.74,"bIsk|t","b@sk|t",1,NA
"183","bit","235.04",6.47,2.55,"bIt","b@t;bit;bIr;bIb;bIg;bIl;bot;but;b^t;fIt;hIt;It;kIt;mIt;pIt;sIt",16,0.308333333333333
"184","black","167.94",3.56,1.92,"bl@k","b@k;bl@Gk",2,0
"185","blade","13",6.72,1.99,"bled","blem;blid;bl^d",3,0.333333333333333
"186","blame","58.78",6.48,1.89,"blem","bled;blum;flem",3,0
"187","blank","9.71",6.05,1.79,"bl@Gk","b@Gk;bl@k;blIGk;kl@Gk",4,0
"188","blanket","12.98",3.61,1.09,"bl@Gk|t","",0,NA
"189","bleed","10.1",4.28,1.56,"blid","bid;bled;bl^d",3,0.333333333333333
"190","bless","35.06",5.33,1.81,"blEs","blEst;blWs",2,0
"191","blessed","13.8",6.11,2.69,"blEst","bEst;blEs;brEst",3,0.333333333333333
"192","blimp","1.04",6.63,2.48,"blImp","",0,NA
"193","blink","5.06",5.63,2.27,"blIGk","bl@Gk",1,NA
"194","blister","0.94",6.74,2.51,"blIstX","",0,NA
"195","blob","1.18",6.16,2.29,"blab","bab",1,NA
"196","blonde","13.92",6.06,1.21,"bland","biand",1,NA
"197","blood","186.12",4.89,1.64,"bl^d","bled;blid;fl^d",3,0.333333333333333
"198","bloom","5.51",6.84,2.09,"blum","blem;bum;brum",3,0.333333333333333
"199","blossom","3.61",6.61,2.23,"blasM","",0,NA
"200","blouse","5.33",6.65,2.58,"blWs","blEs",1,NA
"201","blow","97.57",4,1.76,"blo","glo",1,NA
"202","board","64.16",6.37,1.8,"bord","bIrd;bordX;born;lord;sord",5,0.1
"203","boat","95.78",3.84,1.46,"bot","b@t;bit;bIt;bon;but;boT;b^t;kot;got;not;ot",11,0.309090909090909
"204","bob","91.49",6.16,1.97,"bab","beb;bar;bIb;blab;kab;Jab;nab",7,0.19047619047619
"205","body","195.53",4.28,2.32,"badi","bRdi;b^di",2,1
"206","bogeyman","0.86",6.21,5.21,"bUgim@n","",0,NA
"207","boil","5.94",6.6,1.79,"bOl","bcl;bEl;bIl;bO;bUl;sOl",6,0.4
"208","bone","26.06",5.53,1.74,"bon","bin;bot;born;boT;b^n;bRn;kon;on;fon",9,0.194444444444444
"209","bonnet","1.86",6.83,2.28,"ban|t","",0,NA
"210","boo","11.69",3.78,2.29,"bu","bum;but;bO;bY;Cu;gu;mu;Su;tu;tu;hu",11,0.4
"211","book","176.98",3.68,1.8,"bUk","b@k;bek;bik;bYk;bUl;bUS;kUk;hUk;lUk",9,0.277777777777778
"212","boom","21.8",5.56,2.43,"bum","blum;bu;but;brum",4,0.333333333333333
"213","boot","11.14",3.89,1.84,"but","b@t;bit;bIt;bot;bu;bum;buti;b^t;rut;sut;tut",11,0.254545454545455
"214","bootie","0.16",6.89,4.1,"buti","byuti;but;kuti",3,0
"215","border","17.18",6.85,2.23,"bordX","bord;ordX",2,0
"216","born","83.69",4.68,1.97,"born","barn;bord;bon;korn;horn;Torn;worn",7,0.285714285714286
"217","borrow","29.31",6.95,3.12,"baro","bar;bark;barn",3,1
"218","boss","124.29",6.16,2.36,"bcs","bcl;bes;b^s;lcs;scs;tcs",6,0.266666666666667
"219","both","295.33",4.77,1.57,"boT","b@T;bot;bon",3,0.333333333333333
"220","bother","67.37",6.5,2.46,"baDX","faDX",1,NA
"221","bottle","50.75",3.56,1.79,"batL","b@tL;bitL;batM",3,0.333333333333333
"222","bottom","49.92",5.28,2.08,"batM","batL",1,NA
"223","bounce","9.84",6.17,4.9,"bWns","",0,NA
"224","box","89.75",4.3,1.66,"baks","faks;aks",2,1
"225","boy","529.82",3.67,1.88,"bO","bOl;bu;bY;JO;tO",5,0.2
"226","brain","77.02",5.76,2.19,"bren","brek;brev;brWn;kren;dren;ren;tren",7,0.333333333333333
"227","brake","5.98",5.95,2.22,"brek","bek;bren;brev;brIk;rek",5,0.2
"228","branch","10.08",5.11,2.11,"br@nC","",0,NA
"229","brat","6.22",6.21,3.08,"br@t","b@t;brYt;r@t",3,0.333333333333333
"230","brave","31.71",6,2.03,"brev","bren;brek",2,1
"231","bread","28.33",3.58,1.61,"brEd","bEd;brET;brYd;rEd",4,0.166666666666667
"232","breakfast","66.29",3.47,1.81,"brEkf|st","",0,NA
"233","breast","8.96",6.6,2.54,"brEst","bEst;blEst;rEst",3,0.666666666666667
"234","breath","44.92",5.81,2.02,"brET","brEd",1,NA
"235","breathe","48.51",4.11,1.88,"briD","briz",1,NA
"236","breeze","8.04",6.22,3,"briz","briD;bruz;friz",3,0
"237","brick","10.18",6.43,2.09,"brIk","brek;brIJ;brIG;trIk",4,0.166666666666667
"238","bride","24.22",5.1,1.55,"brYd","brEd;brYt;rYd",3,0
"239","bridge","45.71",5.58,2.34,"brIJ","brIk;brIG",2,1
"240","bright","44.41",6.58,2.87,"brYt","br@t;brYd;rYt",3,0
"241","bring","327.16",4.42,2.46,"brIG","biIG;brIk;brIJ;rIG",4,0.166666666666667
"242","broccoli","2.27",5.2,2.8,"brakxli","",0,NA
"243","broom","4.76",5.5,2.46,"brum","blum;bum;bruz",3,0.333333333333333
"244","brother","283.94",3.63,1.54,"br^DX","",0,NA
"245","brown","60.12",4.2,1.31,"brWn","bren;brWni;frWn",3,0
"246","brownie","3.53",4.8,2.02,"brWni","brWn",1,NA
"247","bruise","3.24",5.45,2.14,"bruz","briz;brum",2,0
"248","brush","14.16",3.78,1.59,"br^S","r^S",1,NA
"249","bubble","8",3.79,1.78,"b^bL","bYbL;b^kL;d^bL",3,0
"250","bucket","10.02",5.61,2.4,"b^k|t","",0,NA
"251","buckle","5.04",6.42,3.49,"b^kL","b^bL;C^kL;n^kL",3,0.333333333333333
"252","buddy","102.88",5.37,2.09,"b^di","bRdi;badi;b^gi",3,0.333333333333333
"253","buffalo","11.9",6.7,2.08,"b^fxlo","",0,NA
"254","bug","20.94",3.79,1.72,"b^g","b@g;bEg;bIg;b^gi;b^n;b^s;b^t;h^g;J^g;m^g;r^g;t^g",12,0.242424242424242
"255","buggy","2.49",6.95,2.7,"b^gi","b@gi;b^di;b^g",3,0
"256","build","48.08",4.45,1.57,"bIld","bIrd;bIl",2,0
"257","bulb","3.92",6.56,2.23,"b^lb","",0,NA
"258","bull","27.51",4.53,2.29,"bUl","bcl;bEl;bIl;bOl;bUk;bUli;bUS;fUl;pUl",9,0.222222222222222
"259","bullet","38.24",6.7,2.13,"bUl|t","",0,NA
"260","bully","7.22",6.05,2.01,"bUli","bEli;bUl",2,0
"261","bumblebee","0.65",4.11,1.37,"b^mbLbi","",0,NA
"262","bump","12.35",4.35,1.6,"b^mp","d^mp;h^mp;J^mp;l^mp;p^mp",5,1
"263","bun","2.88",5.79,2.74,"b^n","bin;bon;b^g;b^nC;bRn;b^s;b^t;f^n;g^n;n^n;w^n;r^n;s^n",13,0.269230769230769
"264","bunch","58.88",4.89,1.78,"b^nC","bEnC;b^n;l^nC;p^nC",4,0.166666666666667
"265","bunk","6.27",5.62,2.52,"b^Gk","b@Gk;d^Gk;J^Gk",3,0.333333333333333
"266","burn","55.22",4.72,1.87,"bRn","bin;bRd;bon;b^n;bRp;lRn",6,0.266666666666667
"267","burp","1.29",4.67,1.88,"bRp","bRd;bRn;CRp",3,0.333333333333333
"268","bus","74.18",3.85,1.57,"b^s","bes;bcs;b^g;b^n;b^t;f^s;^s",7,0.238095238095238
"269","bush","14.12",4.9,2.1,"bUS","bUk;bUl;pUS",3,0.333333333333333
"270","busy","106.53",5.95,1.94,"bIzi","dIzi",1,NA
"271","but","4417.47",4.6,2.45,"b^t","b@t;bit;bIt;bot;but;b^g;b^n;b^s;b^tX;b^tN;k^t;n^t;S^t",13,0.217948717948718
"272","butter","20.43",5.78,3.37,"b^tX","bEtX;b^t;b^tN",3,0.333333333333333
"273","butterfly","5.51",3.67,2.14,"b^tXflY","",0,NA
"274","button","28.25",4.78,2.07,"b^tN","b^t;b^tX",2,1
"275","buy","192.43",5.56,2.08,"bY","bYk;bu;bO;dY;gY;lY;mY;SY;TY",9,0.444444444444444
"276","cab","35.8",6.94,2.86,"k@b","k@f;k@n;k@p;k@t;k@C;kab;kr@b;k^b;kRb;d@b;sk@b",11,0.236363636363636
"277","cabbage","2.9",5.78,2.02,"k@bIJ","k@rIJ",1,NA
"278","cabin","19.65",6.39,2.06,"k@b|n","",0,NA
"279","cabinet","8.33",6.06,2.39,"k@b|n|t","",0,NA
"280","caboose","0.59",6.44,2.66,"kxbus","",0,NA
"281","cactus","2.9",6.72,2.95,"k@kt|s","",0,NA
"282","cage","20.27",5.06,1.3,"keJ","eJ;kek;ken;kep;kes;kev;peJ",7,0.523809523809524
"283","cake","45.06",3.26,2.28,"kek","ek;bek;keJ;ken;kep;kes;kev;kok;kUk;fek;kIk;lek;mek;rek;Sek;tek;wek",17,0.360294117647059
"284","calendar","7.12",5.89,2.28,"k@l|ndX","",0,NA
"285","calf","2.96",6.63,1.5,"k@f","k@b;k@n;k@p;k@t;k@C;kcf;h@f;l@f",8,0.392857142857143
"286","call","861.39",4.74,1.85,"kcl","cl;bcl;kcz;kol;kul;kcf;krcl;kRl;fcl;hcl;kIl;mcl;tcl;wcl",14,0.307692307692308
"287","calm","89.04",6.26,2.18,"kam","kar;kab;kom;k^m;kap;pam",6,0.266666666666667
"288","camel","5.02",5.11,1.88,"k@mL","k@mp;k@sL;k@tL",3,0.333333333333333
"289","camera","57",6,1.71,"k@mXx","",0,NA
"290","camp","51.22",5.78,1.73,"k@mp","k@mL;k@p;l@mp",3,0
"291","can","5247.45",4.32,2.26,"k@n","k@b;k@f;ken;k@p;k@t;k@C;kOn;kon;f@n;m@n;p@n;D@n;v@n",13,0.294871794871795
"292","candle","8.02",5.37,1.64,"k@ndL","k@ndi;h@ndL;s@ndL",3,0.333333333333333
"293","candy","35.78",4,1.94,"k@ndi","k@ndL",1,NA
"294","cane","8.33",5.74,1.97,"ken","keJ;kek;k@n;kep;kes;kev;Cen;kOn;kon;kren;men;pen;ren",13,0.256410256410256
"295","cannonball","1.43",6.39,1.72,"k@n|nbcl","",0,NA
"296","cannot","126.76",4.83,1.79,"k@nat","",0,NA
"297","canoe","3.57",6.63,1.54,"kxnu","kxzu",1,NA
"298","cap","18.75",5.53,2.01,"k@p","k@b;k@f;k@mp;k@n;kep;k@t;k@C;kl@p;kap;k^p;kip;l@p;m@p;n@p;t@p",15,0.219047619047619
"299","cape","8.24",6.9,4.52,"kep","ep;keJ;kek;ken;k@p;kes;kev;kap;k^p;kip;Sep;tep",12,0.287878787878788
"300","captain","208.27",6.06,1.92,"k@pt|n","",0,NA
"301","capture","10.59",6.39,2.33,"k@pCX","",0,NA
"302","car","483.06",3.37,1.95,"kar","bar;kam;kard;kEr;kart;karv;kab;kap;far;Jar;skar",11,0.163636363636364
"303","caramel","1.24",6.58,3.82,"k@rxmL","",0,NA
"304","card","85.43",6.2,2.26,"kard","kar;kart;karv;gard;hard;yard",6,0.4
"305","care","485.25",5.65,2.01,"kEr","Er;bEr;kar;CEr;dEr;fEr;hEr;pEr;skEr;SEr;DEr",11,0.654545454545455
"306","carnival","7.12",6.95,3.05,"karnxvL","",0,NA
"307","carousel","1.43",6.68,2.52,"k@r|sEl","",0,NA
"308","carpet","11.65",6.05,3.24,"karpxt","",0,NA
"309","carriage","7.47",5.84,3.66,"k@rIJ","k@bIJ",1,NA
"310","carry","65.9",5.16,2.43,"k@ri","f@ri;h@ri;m@ri",3,1
"311","cart","9.04",6.16,2.32,"kart","art;kar;kard;karv;part",5,0.4
"312","cartoon","3.76",3.11,1.32,"kartun","",0,NA
"313","cartwheel","0.29",5.94,1.3,"karthwil","",0,NA
"314","carve","3.1",6.35,1.77,"karv","kar;kard;kart",3,1
"315","case","282.41",6.74,2,"kes","bes;keJ;kek;ken;kep;kev;Ces;fes;kIs;les;res",11,0.363636363636364
"316","cashier","3.27",6.74,2.08,"k@SIr","",0,NA
"317","cassette","1.82",6.37,2.54,"k|sEt","",0,NA
"318","castle","21.55",5.8,2.48,"k@sL","k@mL;k@tL",2,1
