"","ortho","freq","aoa.mean","aoa.sd","klatt","neighbors","degree","c"
"36","academic","4.67",9.74,2.98,"@k|dEmIk","",0,NA
"37","academy","12.41",9.05,2.55,"xk@dxmi","",0,NA
"38","accelerate","1.27",10.74,3.43,"@ksElXet","",0,NA
"39","accent","12.18",8.6,3,"@ksEnt","@ksEpt",1,NA
"40","accept","52.78",6.74,2.08,"@ksEpt","@ksEnt;IksEpt",2,0
"41","acceptance","3.16",8.56,2.04,"@ksEpt|ns","",0,NA
"42","access","31.67",9.1,2.36,"@ksEs","EksEs",1,NA
"43","accessible","1.1",9.94,3.26,"@ksEs|bL","",0,NA
"44","accessory","2.88",11.15,3.65,"@ksEsXi","",0,NA
"45","accident","81.29",5.3,2.18,"@ks|d|nt","",0,NA
"46","accidental","3",6.75,3.11,"@ksxdEntL","",0,NA
"47","accommodate","2.14",9.9,2.25,"xkamxdet","",0,NA
"48","accommodation","0.94",9.58,3.15,"xkamxdeS|n","",0,NA
"49","accompaniment","0.29",11.18,3.32,"xk^mpxnimxnt","",0,NA
"50","accomplice","4.24",9.78,2.82,"xkamplxs","",0,NA
"51","accomplish","5.84",7.84,2.75,"xkamplIS","",0,NA
"52","accord","1.63",9.65,2.74,"xkord","xbord;xford;xword;kord",4,0.5
"53","accordance","1.59",11.75,3.48,"xkordNs","",0,NA
"54","accordion","1.31",8.61,2.97,"xkordixn","",0,NA
"55","account","44.71",8.26,2.84,"xkWnt","xmWnt;kWnt",2,0
"56","accountant","6.18",11.67,3.69,"xkWntNt","",0,NA
"57","accuracy","1.49",9.71,2.55,"@kyXxsi","",0,NA
"58","accurate","7.84",9.44,2.2,"@kyX|t","",0,NA
"59","accusation","2.8",10.17,3.24,"@kyuzeS|n","",0,NA
"60","accuse","5.69",9.1,2.13,"xkyuz","xbyuz;xkyuzX;xkyut;xmyuz",4,0.166666666666667
"61","accuser","0.29",11.72,3.48,"xkyuzX","xkyuz",1,NA
"62","ace","14.73",8.83,3.65,"es","ek;eJ;ed;el;em;ep;@s;bes;kes;Ces;fes;Ys;les;pes;res;^s;ves",17,0.338235294117647
"63","ache","2.49",5.79,2.27,"ek","es;ekX;eJ;ed;el;em;ep;bek;kek;fek;Rk;lek;mek;ok;rek;sek;Sek;tek;wek",19,0.35672514619883
"64","achieve","7.33",8.53,1.95,"xCiv","",0,NA
"65","acid","9.96",9.6,2.3,"@s|d","",0,NA
"66","acidic","0.22",11.21,1.72,"xsIdIk","",0,NA
"67","acknowledge","6.14",9.11,2.83,"@knal|J","",0,NA
"68","acme","1.25",9.54,3.8,"@kmi","@kni",1,NA
"69","acne","0.9",11.4,2.19,"@kni","@kmi",1,NA
"70","acorn","0.73",5.95,2.91,"ekorn","korn;skorn",2,1
"71","acquire","2.65",9.94,2.73,"xkwYr","skwYr",1,NA
"72","acre","1.82",9.8,3.16,"ekX","ek",1,NA
"73","acrobat","0.59",8.05,2.78,"@krxb@t","",0,NA
"74","acrobatic","0.24",9.38,3.69,"@krxb@tIk","@krxb@tIks",1,NA
"75","acrobatics","0.22",9,3.71,"@krxb@tIks","@krxb@tIk",1,NA
"76","acronym","0.29",11.56,2.75,"@krxnIm","",0,NA
"77","across","94.14",6.64,2.31,"xkrcs","krcs",1,NA
"78","act","109.12",6.42,2.22,"@kt","@ktX;@nt;@t;@ks;f@kt;p@kt;t@kt",7,0.19047619047619
"79","action","61.08",6.67,2.83,"@kS|n","ckS|n;f@kS|n",2,0
"80","activate","4.67",11.11,4.17,"@kt|vet","",0,NA
"81","active","11.45",6.53,1.74,"@ktIv","aktIv",1,NA
"82","activity","12.88",6.47,2.84,"@ktIvxti","",0,NA
"83","actor","26.33",7.17,2.01,"@ktX","@kt;@ftX;f@ktX",3,0
"84","actual","17.33",6.94,2.34,"@kCuL","@kCuLi;f@kCuL",2,0
"85","actually","322.33",7.33,1.87,"@kCuLi","@kCuL",1,NA
"86","acute","2.94",11.6,3.65,"xkyut","xkyuz;kyut",2,0
"87","ad","13.61",8.22,3.04,"@d","ed;@nd;@z;@S;@s;@t;b@d;d@d;f@d;g@d;l@d;m@d;ad;od;p@d;s@d",16,0.308333333333333
"88","adapt","2.63",9,2.83,"xd@pt","xdapt",1,NA
"89","adaptability","0.14",11.65,3.04,"xd@ptxbIl|ti","",0,NA
"90","adaptation","1.59",11.39,2.7,"@d@pteS|n","",0,NA
"91","addict","5.35",11.17,3.17,"@d|kt","",0,NA
"92","addition","7.75",5.76,2.18,"xdIS|n","xdIS|nL;xdmIS|n;cdIS|n;IdIS|n",4,0.166666666666667
"93","additional","5.88",9,2.62,"xdIS|nL","xdIS|n",1,NA
"94","address","52.27",5.15,1.57,"@drEs","@drEsi;drEs",2,0
"95","addressee","0.12",9.95,3.19,"@drEsi","@drEs",1,NA
"96","adequate","2.59",10.35,2.46,"@dIkw|t","",0,NA
"97","adhere","0.57",10.78,2.21,"@dhIr","",0,NA
"98","adjacent","1.33",11.05,3.29,"xJesNt","",0,NA
"99","adjective","0.49",8.6,2.06,"@JIktIv","",0,NA
"100","adjust","5.63",8.43,3.33,"xJ^st","J^st",1,NA
"101","administer","1.67",9.42,3.22,"xdmIn|stX","",0,NA
"102","administrative","1.61",11.5,2.62,"xdmIn|stretIv","",0,NA
"103","admirable","2.61",11.42,3.55,"@dmXxbL","",0,NA
"104","admiral","16.57",8.72,2.67,"@dmXL","",0,NA
"105","admiration","2.1",8.95,3.79,"@dmXeS|n","@dXeS|n",1,NA
"106","admire","14.16",7.42,2.14,"xdmYr","",0,NA
"107","admirer","2.96",8.78,2.13,"@dmYrX","",0,NA
"108","admission","3.55",8.84,2.85,"xdmIS|n","xdIS|n",1,NA
"109","admit","59.2",7.56,2.23,"xdmIt","",0,NA
"110","admittance","0.67",10.39,3.03,"xdmItNs","",0,NA
"111","ado","1.51",11.88,3.98,"xdu","xnu;du",2,0
"112","adolescence","0.86",10.42,1.92,"@dxlEsNs","",0,NA
"113","adopt","4.67",7.83,3.29,"xdapt","xd@pt",1,NA
"114","adoptive","0.59",9.16,2.69,"xdaptIv","",0,NA
"115","adorable","10.53",6.94,2.62,"xdorxbL","",0,NA
"116","adoration","0.59",11.8,3.52,"@dXeS|n","@dmXeS|n",1,NA
"117","adore","7.73",7.95,3.31,"xdor","xdorn;xSor",2,0
"118","adorn","0.16",11.65,3.28,"xdorn","xdor",1,NA
"119","adrift","1",11.21,3.38,"xdrIft","drIft",1,NA
"120","adult","14.29",4.68,2.26,"xd^lt","",0,NA
"121","adultery","1.94",11.84,2.93,"xd^ltXi","",0,NA
"122","adulthood","0.73",9.95,3.49,"xd^lthUd","",0,NA
"123","advance","15.98",8.35,2.83,"@dv@ns","",0,NA
"124","advantage","22.06",9.32,3.06,"@dv@nt|J","",0,NA
"125","adventure","13.43",5.67,1.81,"xdvEnCX","",0,NA
"126","adverb","0.2",8.14,1.96,"@dvRb","@dvRs",1,NA
"127","adverse","0.71",10.72,3.75,"@dvRs","@dvRb",1,NA
"128","adversity","1.06",11.79,3.61,"@dvRs|ti","",0,NA
"129","advertise","1.65",9.63,2.19,"@dvXtYz","",0,NA
"130","advertisement","1.2",7.67,2.91,"@dvXtYzmxnt","",0,NA
"131","advertising","7.43",9.95,2.94,"@dvXtYzIG","",0,NA
"132","advice","47.98",8.61,2.15,"xdvYs","xdvYz",1,NA
"133","advisable","0.78",10.75,2.92,"xdvYzxbL","",0,NA
"134","advise","12.2",8.89,2.35,"xdvYz","xdvYs",1,NA
"135","advisory","1",11.55,2.91,"xdvYzXi","",0,NA
"136","advocate","2.22",11.11,2.3,"@dvxket","",0,NA
"137","aerial","2.53",11.5,2.74,"@riL","@rix;riL",2,0
"138","aero","0.1",11.4,2.68,"Ero","Er;@ro;kro;Eko;ErX;gro;fEro;pro",8,0.25
"139","aerobic","0.18",10.24,3.6,"ErobIk","",0,NA
"140","aerosol","0.27",9.47,3.81,"@rIscl","",0,NA
"141","afar","1.16",8.21,2.34,"xfar","xfEr;xfYr;xJar;far",4,0.166666666666667
"142","affair","29.45",10.94,3.08,"xfEr","xfar;xfYr;xwEr;fEr",4,0.166666666666667
"143","affect","11.14",9.6,2.56,"xfEkt","IfEkt;xlEkt",2,0
"144","affection","8.45",8.53,2.97,"xfEkS|n","xlEkS|n",1,NA
"145","affirmative","4.73",10.67,3.69,"xfRmxtIv","",0,NA
"146","affix","0.12",11.94,3.1,"xfIks","fIks",1,NA
"147","afflict","0.08",11.5,2.66,"xflIkt","",0,NA
"148","afford","44.43",7.47,2.17,"xford","xbord;xkord;xword;ford",4,0.5
"149","afghan","0.57",9.11,4.3,"@fg@n","",0,NA
"150","afire","0.49",11.87,3.48,"xfYr","xfar;xfEr;xtYr;fYr",4,0.166666666666667
"151","aflame","0.33",11.22,3.3,"xflem","flem",1,NA
"152","afloat","1.67",9.33,3.22,"xflot","flot",1,NA
"153","afoot","1.02",11.48,4.74,"xfUt","fUt",1,NA
"154","afoul","0.22",11.81,3.89,"xfWl","fWl",1,NA
"155","afraid","247.67",4.42,1.71,"xfred","",0,NA
"156","after","682.59",6,1.43,"@ftX","@ktX;r@ftX",2,0
"157","afternoon","91.49",4.65,1.93,"@ftXnun","",0,NA
"158","again","792.71",5.78,1.31,"xgEn","",0,NA
"159","against","201.73",7.97,1.67,"xgEnst","",0,NA
"160","age","79.2",4.38,1.36,"eJ","es;ek;ed;el;em;ep;keJ;EJ;peJ;reJ;seJ;RJ;weJ",13,0.333333333333333
"161","ageless","0.29",10.3,4.07,"eJlxs","",0,NA
"162","agency","19.43",10.58,3.39,"eJ|nsi","",0,NA
"163","agenda","7.31",9.95,3.19,"xJEndx","",0,NA
"164","agent","102.65",9.55,2.84,"eJ|nt","RJ|nt",1,NA
"165","aggravate","0.73",8.32,2.58,"@grxvet","",0,NA
"166","aggravation","1.16",9.11,2.56,"@grxveS|n","",0,NA
"167","aggression","2.8",9.3,1.98,"xgrES|n","",0,NA
"168","agile","0.39",11.94,3.98,"@JL","@pL",1,NA
"169","agility","0.45",10.06,3.15,"xJIl|ti","xbIl|ti",1,NA
"170","agitate","0.43",10.17,2.79,"@J|tet","@J|tetX",1,NA
"171","agitation","0.49",11.5,2.87,"@J|teS|n","",0,NA
"172","agitator","0.22",11.84,2.95,"@J|tetX","@J|tet",1,NA
"173","aglow","0.47",10.06,4.19,"xglo","xgo;glo",2,0
"174","ago","286.12",7.12,2.28,"xgo","xglo;igo;go",3,0.333333333333333
"175","agonize","0.1",11.58,2.41,"@g|nYz","",0,NA
"176","agony","3.75",9.22,2.65,"@g|ni","",0,NA
"177","agree","64.67",7.68,2.36,"xgri","dxgri",1,NA
"178","agricultural","0.94",10.11,2.26,"@grIk^lCXL","@grIk^lCX",1,NA
"179","agriculture","1.1",10.32,2.08,"@grIk^lCX","@grIk^lCXL",1,NA
"180","ahead","198.33",5.45,1.6,"xhEd","hEd",1,NA
"181","ahoy","3.71",7.61,2.85,"xhO","xnO",1,NA
"182","aid","13.9",7.33,2.2,"ed","es;ek;@d;eJ;el;em;ep;fed;Jed;ad;od;red;Sed;wed",14,0.307692307692308
"183","ail","0.22",9.71,2.37,"el","es;ek;eJ;ed;em;Yl;cl;ep;bel;del;Rl;il;fel;hel;Il;mel;nel;Ol;Wl;pel;rel;sel;Sel;tel;vel;wel",26,0.350769230769231
"184","ailment","0.51",10.37,3.77,"elmxnt","",0,NA
"185","aim","14.86",6.72,2.11,"em","es;ek;eJ;ed;el;ep;dem;fem;gem;lem;mem;nem;sem;Sem;tem",15,0.485714285714286
"186","air","139.02",3.94,1.55,"Er","Ero;bEr;kEr;CEr;dEr;Ir;Eb;EJ;ErX;EC;fEr;hEr;Wr;lEr;mEr;or;pEr;rEr;SEr;DEr;wEr",21,0.404761904761905
"187","aircraft","9.45",7.61,3.33,"Erkr@ft","",0,NA
"188","airliner","0.57",9.89,2.98,"ErlYnX","",0,NA
"189","aisle","7.43",5.95,1.54,"Yl","el;cl;bYl;dYl;Rl;il;Ys;Il;mYl;Ol;Wl;pYl;rYl;tYl;vYl;wYl",16,0.408333333333333
"190","ajar","0.45",9.67,3.12,"xJar","xfar;Jar",2,0
"191","alarm","29.84",6.39,2.68,"xlarm","",0,NA
"192","albatross","0.78",11.64,3.13,"@lbxtrcs","",0,NA
"193","albino","1.16",9.79,2.97,"@lbYno","",0,NA
"194","album","10.24",6.72,1.84,"@lbxm","",0,NA
"195","alcalde","0.27",11,NA,"@lkaldi","",0,NA
"196","alcohol","16.57",9,3.56,"@lkxhcl","",0,NA
"197","alcoholic","6.2",9.95,3.89,"@lkxhclIk","",0,NA
"198","alcoholism","0.84",11.6,3.49,"@lkxhclIzM","",0,NA
"199","alert","20.61",8.9,1.89,"xlRt","xlYt;xsRt;xvRt;blRt;flRt",5,0.2
"200","alfalfa","0.65",8.83,2.53,"@lf@lfx","",0,NA
"201","algebra","1.76",11.47,1.9,"@lJ|brx","",0,NA
"202","algebraic","0.06",11.11,2.11,"@lJ|breIk","",0,NA
"203","alias","4.08",9.47,2.85,"elixs","elixn",1,NA
"204","alien","17.43",7.5,3.43,"elixn","elixs",1,NA
"205","alight","0.41",11.41,3.43,"xlYt","xlRt;xlYk;xlYv;xlYd;blYt;flYt;lYt;plYt;pxlYt",9,0.277777777777778
"206","alike","11.35",6.12,2.1,"xlYk","xlYt;xlYv;xlYd;lYk",4,0.5
"207","alive","154.47",5.11,2.4,"xlYv","xlYt;xlYk;xlYd",3,1
"208","all","5161.86",4.24,1.4,"cl","el;Yl;c;cn;bcl;kcl;Rl;il;fcl;hcl;Il;mcl;cf;Ol;Wl;Scl;tcl;wcl;ycl",19,0.350877192982456
"209","allegation","0.53",11.84,2.54,"@lIgeS|n","",0,NA
"210","allegiance","3.12",8.42,3.15,"xliJ|ns","",0,NA
"211","allergen","0.06",11.58,4.02,"@lXJ|n","",0,NA
"212","allergic","8.1",7.72,2.4,"xlRJIk","",0,NA
"213","allergy","1.69",8.11,3.57,"@lXJi","",0,NA
"214","alleviate","0.45",11.39,2.97,"xliviet","",0,NA
"215","alley","16.29",7.26,2.6,"@li","@lY;@lo;@lp;@Si;Rli;fli;gli;pli;r@li;t@li;v@li",11,0.218181818181818
"216","alliance","9.12",11.28,3.16,"xlY|ns","xplY|ns",1,NA
"217","allied","2.88",10.85,3.54,"xlYd","xbYd;xlYt;xlYk;xlYv;xlWd;xsYd;kxlYd;glYd;slYd",9,0.138888888888889
"218","alligator","3.49",4.78,2.05,"@lxgetX","",0,NA
"219","allow","44.37",5.32,1.83,"xlW","xlWd",1,NA
"220","allure","0.59",11.83,4.38,"xlUr","lUr",1,NA
"221","ally","32.67",9.61,2.28,"@lY","@li;@lo;@lp;flY;lY;slY",6,0.4
"222","almanac","0.84",10.58,4.13,"clmxn@k","",0,NA
"223","almighty","8.75",8.47,3.55,"clmYti","",0,NA
"224","almond","1.1",7.67,2.22,"amxnd","",0,NA
"225","almost","193.27",5.47,2,"clmost","",0,NA
"226","alms","0.49",9.91,3.99,"amz","adz",1,NA
"227","aloe","0.29",8.95,2.54,"@lo","@li;@lY;@lp;@lto;@mo;@ro;blo;glo;h@lo;s@lo;S@lo;t@lo",12,0.166666666666667
"228","aloft","0.73",9.82,3.44,"xlcft","lcft",1,NA
"229","aloha","2.92",10.15,3.25,"xloha","",0,NA
"230","alone","308.53",4.94,1.73,"xlon","kxlon;xlop;lon",3,0
"231","along","182.94",5.41,1.65,"xlcG","bxlcG;lcG",2,0
"232","alongshore","#N/A",11.6,2.03,"xlcGSor","",0,NA
"233","aloud","1.84",6.22,1.75,"xlWd","xlYd;xlW;klWd;lWd",4,0.166666666666667
"234","alp","0.12",11.77,3.83,"@lp","@li;@lY;@lo;@sp",4,0.5
"235","alpaca","0.2",10.81,2.99,"@lp@kx","",0,NA
"236","alphabet","2.49",4.22,1.52,"@lfxbEt","",0,NA
"237","alphabetize","0.1",7.11,2.47,"@lfxbxtYz","",0,NA
"238","alpine","1.27",11.28,3.2,"@lpYn","",0,NA
"239","also","206.43",6.64,1.61,"clso","",0,NA
"240","altar","5.08",7.16,3.48,"cltX","hcltX",1,NA
"241","alteration","0.71",10.17,2.36,"cltXeS|n","cltXkeS|n",1,NA
"242","altercation","0.73",11.67,3.18,"cltXkeS|n","cltXeS|n",1,NA
"243","alternate","3.53",8.83,1.38,"cltXet","",0,NA
"244","alternative","9.33",10.11,3.55,"cltRn|tIv","",0,NA
"245","altitude","3.88",9.58,2.27,"@lt|tud","@t|tud",1,NA
"246","alto","1.35",10.19,2.76,"@lto","@lo",1,NA
"247","altogether","6.41",8.35,3.44,"clt|gEDX","",0,NA
"248","alumina","#N/A",11.78,2.86,"xlumxnx","",0,NA
"249","aluminum","2.25",7.26,2.84,"xlum|nxm","",0,NA
"250","always","655.25",6.26,1.27,"clwxz","",0,NA
"251","amateur","6.55",10.53,2.91,"@mxCR","",0,NA
"252","amaze","1.61",7.5,2.73,"xmez","mez",1,NA
"253","ambassador","13.51",11,3.16,"@mb@sxdX","",0,NA
"254","amber","9.27",9.28,2.44,"@mbX","@mbL;EmbX;t@mbX",3,0
"255","ambidextrous","0.24",11.84,4.37,"@mbIdEkstr|s","",0,NA
"256","ambition","5.35",11.29,2.9,"@mbIS|n","@mbIS|s",1,NA
"257","ambitious","4.76",11.05,2.55,"@mbIS|s","@mbIS|n",1,NA
"258","amble","0.1",11.87,3.2,"@mbL","@mbX;@mpL;g@mbL;r@mbL;S@mbL",5,0.3
"259","ambulance","22.41",6.16,2.19,"@mbyUlxns","",0,NA
"260","ambush","5.43",9.3,1.72,"@mbUS","",0,NA
"261","amen","25.98",5.8,4.19,"emEn","",0,NA
"262","amend","0.75",11.39,3.71,"xmEnd","xmEndz;xsEnd;xtEnd;kxmEnd;mEnd;xfEnd",6,0.2
"263","amendment","4.1",10.06,2.53,"xmEndmxnt","",0,NA
"264","amends","1.84",10.16,2.67,"xmEndz","xmEnd",1,NA
"265","amid","0.88",11.45,3.74,"xmId","xmIs;mId",2,0
"266","amiss","0.75",11.34,4,"xmIs","xbIs;xmId;mIs",3,0
"267","ammo","5.37",8.11,2.85,"@mo","@lo;@ro;mo",3,0.333333333333333
"268","ammonia","1.49",11,3.58,"xmonyx","",0,NA
"269","ammunition","5.88",9.67,2.54,"@myunIS|n","",0,NA
"270","amnesia","3.71",10.61,3.15,"@mniZx","",0,NA
"271","among","33.9",7.75,3.02,"xm^G","",0,NA
"272","amoral","0.2",11.7,3.29,"emcrL","ImcrL;mcrL",2,1
"273","amount","24.75",6.63,2.48,"xmWnt","xkWnt;mWnt",2,0
"274","amphibian","0.39",8.33,3.43,"@mfIbixn","",0,NA
"275","amphitheater","0.1",11.84,3.18,"@mfxTixtX","",0,NA
"276","ample","1.82",11.63,4.4,"@mpL","@mbL;@pL;s@mpL",3,0
"277","amplification","0.16",11.4,2.52,"@mplxfxkeS|n","",0,NA
"278","amplifier","0.31",11.35,3.08,"@mplxfYX","",0,NA
"279","amputate","0.86",9.6,2.26,"@mpyutet","",0,NA
"280","amputation","0.84",11.89,2.9,"@mpyuteS|n","",0,NA
"281","amputee","0.2",11,3.03,"@mpyuti","",0,NA
"282","amulet","2.31",11.53,3.24,"@myUlxt","",0,NA
"283","amuse","2.61",9,3.16,"xmyuz","xbyuz;xkyuz",2,1
"284","anaconda","0.47",10.06,3.65,"@nxkandx","",0,NA
"285","anagram","0.51",11.38,2.7,"@nxgr@m","",0,NA
"286","analysis","11.04",11.32,2.52,"xn@l|s|s","",0,NA
"287","analyst","3.47",11.75,2.71,"@nLxst","p@nLxst",1,NA
"288","analyze","3.24",11.39,2.83,"@nxlYz","",0,NA
"289","anatomy","3.2",11.94,2.34,"xn@txmi","",0,NA
"290","ancestor","1.69",8.61,2.4,"@nsEstX","",0,NA
"291","ancestral","0.57",11.21,2.76,"@nsEstrL","",0,NA
"292","anchor","7.41",5.72,2.54,"@GkX","@GgX;@GkL;k@GkX;t@GkX",4,0.166666666666667
"293","anchovy","0.14",9.32,4.67,"@nCovi","",0,NA
"294","ancient","21.67",8.26,2.7,"enS|nt","",0,NA
"295","and","13387.84",4.57,1.94,"@nd","@d;@nt;b@nd;k@nd;End;h@nd;l@nd;s@nd",8,0.357142857142857
"296","anew","0.86",10.58,2.75,"xnu","xdu;xnO;kxnu;nu",4,0
"297","angel","78.27",4,1.29,"enJL","",0,NA
"298","angelic","0.57",8.33,2.68,"@nJElIk","",0,NA
"299","anger","19.43",6,2.58,"@GgX","@GkX;@GgL",2,0
"300","angle","14.92",8.05,2.37,"@GgL","@GgX;@GkL;b@GgL;d@GgL;J@GgL;m@GgL;t@GgL;r@GgL",8,0.535714285714286
"301","angleworm","0.02",10.23,2.31,"@GgLwRm","",0,NA
"302","angry","58.98",4.45,1.9,"@Ggri","",0,NA
"303","anguish","2.16",11.54,3.18,"@GgwIS","",0,NA
"304","angular","0.14",11.32,2.47,"@GgyUlX","",0,NA
"305","animal","45.49",2.89,1.41,"@n|mL","",0,NA
"306","animate","0.06",8.53,2.86,"@nxmet","",0,NA
"307","animation","1.22",8.53,3.31,"@nxmeS|n","",0,NA
"308","ankle","8.02",4.89,1.53,"@GkL","@GkX;@GgL",2,0
"309","anklet","0.41",9.06,2.79,"@Gkl|t","",0,NA
"310","annihilate","0.71",11.32,2.75,"xnYxlet","",0,NA
"311","anniversary","18.41",7.33,2,"@nxvRsXi","",0,NA
"312","announce","9.76",9.48,2.29,"xnWns","",0,NA
"313","annoy","2.51",7.22,2.05,"xnO","xhO;xnu",2,0
"314","annual","7.2",9.26,3.59,"@nyuL","m@nyuL",1,NA
"315","anoint","0.2",9.25,2.79,"xnOnt","xpOnt",1,NA
"316","anonymous","8.41",10.26,3.4,"xnanxmxs","",0,NA
"317","another","509.22",5.05,1.79,"xn^DX","",0,NA
"318","answer","176.2",5.43,1.89,"@nsX","@nTX;k@nsX",2,0
"319","answerable","0.18",9.35,2.85,"@nsXxbL","",0,NA
"320","ant","5.35",4.32,1.57,"@nt","@kt;@nd;@nti;@ntY;@t;C@nt;p@nt;r@nt",8,0.178571428571429
"321","antagonism","0.22",11.81,3.71,"@nt@g|nIzM","",0,NA
"322","antagonist","0.25",11.17,2.41,"@nt@g|n|st","",0,NA
"323","ante","2.18",11.7,2.56,"@nti","@nt;@ntY;@ntik;p@nti",4,0.166666666666667
"324","antelope","0.98",8.39,2.81,"@ntxlop","k@ntxlop",1,NA
"325","antenna","2.39",7.05,2.82,"@ntEnx","",0,NA
"326","anthem","1.88",9.44,2.96,"@nTxm","",0,NA
"327","anther","0.04",11.67,4.24,"@nTX","@nsX;p@nTX",2,0
"328","anthill","0.57",7,2.94,"@nthIl","",0,NA
"329","anti","0.51",9.37,2.5,"@ntY","@nt;@nti;^ntY",3,0.333333333333333
"330","antibiotic","0.65",9.53,2.78,"@ntIbYatIk","",0,NA
"331","antic","0.08",11.65,4,"@ntIk","@ntik;@tIk",2,0
"332","anticipate","2.53",10.6,2.35,"@ntIsxpet","",0,NA
"333","antidote","4.33",10.11,2.9,"@ntIdot","",0,NA
"334","antique","6.06",8.05,2.55,"@ntik","@nti;@ntIk",2,0
"335","antiseptic","0.86",9.95,2.91,"@nt|sEptIk","",0,NA
"336","antisocial","0.8",11.47,1.93,"@ntIsoSL","",0,NA
"337","antler","0.29",6.39,1.97,"@ntlX","",0,NA
"338","anus","1.1",11.17,2.53,"en|s","hen|s",1,NA
"339","anvil","0.63",10.79,4.64,"@nvL","",0,NA
"340","anxiety","6.76",8.17,2.75,"@GzYxti","",0,NA
"341","anxious","14.1",10.21,2.53,"@GS|s","",0,NA
"342","any","1099.37",6,1.96,"Eni","End;Envi;ni;mEni",4,0
"343","anyone","255.25",5.36,1.86,"Eniw^n","",0,NA
"344","anyway","238.51",6.31,1.94,"Eniwe","",0,NA
"345","apart","47.02",6.64,1.64,"xpart","dxpart;part",2,0
"346","apartment","83.04",7.8,2.78,"xpartmxnt","",0,NA
"347","ape","9.67",5.89,2.64,"ep","es;ek;eJ;ed;el;em;kep;gep;nep;rep;Sep;tep;^p",13,0.384615384615385
"348","aphid","0.08",10.7,5.03,"efxd","",0,NA
"349","apologetic","0.43",9.8,3.33,"xpalxJEtIk","",0,NA
"350","apologize","49.37",5.67,2.91,"xpalxJYz","",0,NA
"351","apostle","1.39",9.5,3.33,"xpasL","xpasM",1,NA
"352","apostrophe","0.24",8.39,1.85,"xpastrxfi","",0,NA
"353","apparatus","1.51",10.9,2.2,"@pX@t|s","",0,NA
"354","apparel","0.69",10.8,2.38,"xp@rL","",0,NA
"355","apparent","4.22",10.25,2.57,"xp@rxnt","p@rxnt",1,NA
"356","apparition","0.76",11.94,4.13,"@pXIS|n","",0,NA
"357","appeal","13",10.21,3.57,"xpil","xpiz;pil",2,0
"358","appear","23.37",6.67,3.01,"xpIr","pIr;spIr",2,1
"359","appearance","11.59",8.83,2.55,"xpIrxns","",0,NA
"360","appease","0.49",11.78,2.71,"xpiz","xpil;xpoz;piz",3,0
"361","appendage","0.41",11.58,3.59,"xpEndIJ","",0,NA
"362","appendectomy","0.65",11.93,3.85,"@pxndEktxmi","",0,NA
"363","appendix","2.61",10.56,3.28,"xpEndIks","",0,NA
